week_start,day_of_week,member_casual,total_rides,avg_ride_length
2024-10-13,Friday,member,11260,12.35
2024-10-13,Saturday,casual,9304,23.51
2024-10-13,Saturday,member,10699,13.81
2024-10-20,Sunday,casual,7503,23.02
2024-10-20,Sunday,member,9313,14.1
2024-10-20,Monday,casual,5303,20.51
2024-10-20,Monday,member,11884,12.48
2024-10-20,Tuesday,casual,4476,17.09
2024-10-20,Tuesday,member,12692,11.98
2024-10-20,Wednesday,casual,4541,15.36
2024-10-20,Wednesday,member,12735,12.18
2024-10-20,Thursday,casual,5191,15.52
2024-10-20,Thursday,member,12420,11.78
2024-10-20,Friday,casual,5439,18.06
2024-10-20,Friday,member,10601,12.2
2024-10-20,Saturday,casual,6351,21.48
2024-10-20,Saturday,member,8747,12.52
2024-10-27,Sunday,casual,5103,20.46
2024-10-27,Sunday,member,7563,12.75
2024-10-27,Monday,casual,3732,15.19
2024-10-27,Monday,member,10481,11.43
2024-10-27,Tuesday,casual,4906,17.26
2024-10-27,Tuesday,member,13666,12.41
2024-10-27,Wednesday,casual,5020,15.83
2024-10-27,Wednesday,member,13692,12.35
2024-10-27,Thursday,casual,3289,12.86
2024-10-27,Thursday,member,9733,10.97
2024-10-27,Friday,casual,3958,15.02
2024-10-27,Friday,member,9489,11.09
2024-10-27,Saturday,casual,5558,22.77
2024-10-27,Saturday,member,8069,13.4
2024-11-03,Sunday,casual,3650,17.39
2024-11-03,Sunday,member,6204,11.55
2024-11-03,Monday,casual,2917,13.8
2024-11-03,Monday,member,9040,11.17
2024-11-03,Tuesday,casual,2164,12.02
2024-11-03,Tuesday,member,7170,10.11
2024-11-03,Wednesday,casual,3252,12.45
2024-11-03,Wednesday,member,10688,11.5
2024-11-03,Thursday,casual,3656,13.55
2024-11-03,Thursday,member,11275,11.36
2024-11-03,Friday,casual,4325,17.96
2024-11-03,Friday,member,10018,11.66
2024-11-03,Saturday,casual,3743,17.44
2024-11-03,Saturday,member,6448,12.04
2024-11-10,Sunday,casual,4456,19.89
2024-11-10,Sunday,member,6831,12.53
2024-11-10,Monday,casual,3078,14.7
2024-11-10,Monday,member,9470,10.75
2024-11-10,Tuesday,casual,2660,12.1
2024-11-10,Tuesday,member,9854,11.18
2024-11-10,Wednesday,casual,2170,12.39
2024-11-10,Wednesday,member,8283,11.04
2024-11-10,Thursday,casual,2594,12.11
2024-11-10,Thursday,member,9167,11.93
2024-11-10,Friday,casual,3584,15.3
2024-11-10,Friday,member,8936,11.28
2024-11-10,Saturday,casual,4333,18.19
2024-11-10,Saturday,member,7311,12.17
2024-11-17,Sunday,casual,4519,19.81
2024-11-17,Sunday,member,6721,12.53
2024-11-17,Monday,casual,1658,14.33
2024-11-17,Monday,member,6410,10.95
2024-11-17,Tuesday,casual,3179,14.46
2024-11-17,Tuesday,member,10668,11.28
2024-11-17,Wednesday,casual,1986,11.8
2024-11-17,Wednesday,member,7679,10.54
2024-11-17,Thursday,casual,896,11.2
2024-11-17,Thursday,member,3925,11.29
2024-11-17,Friday,casual,2428,14.87
2024-11-17,Friday,member,7144,10.77
2024-11-17,Saturday,casual,2816,17.35
2024-11-17,Saturday,member,5480,11.37
2024-11-24,Sunday,casual,2542,17.58
2024-11-24,Sunday,member,5041,12.4
2024-11-24,Monday,casual,1928,13.54
2024-11-24,Monday,member,6573,11.31
2024-11-24,Tuesday,casual,1383,11.99
2024-11-24,Tuesday,member,5692,11.5
2024-11-24,Wednesday,casual,1503,15.22
2024-11-24,Wednesday,member,4875,11.56
2024-11-24,Thursday,casual,784,17.38
2024-11-24,Thursday,member,1586,13.49
2024-11-24,Friday,casual,537,15.34
2024-11-24,Friday,member,1736,10.78
2024-11-24,Saturday,casual,758,17.39
2024-11-24,Saturday,member,1908,10.86
2024-12-01,Sunday,casual,662,12.42
2024-12-01,Sunday,member,2193,11.28
2024-12-01,Monday,casual,905,8.79
2024-12-01,Monday,member,4695,10.57
2024-12-01,Tuesday,casual,1049,9.45
2024-12-01,Tuesday,member,5766,10.28
2024-12-01,Wednesday,casual,1191,9.78
2024-12-01,Wednesday,member,5719,10.37
2024-12-01,Thursday,casual,1045,9.95
2024-12-01,Thursday,member,5123,10.16
2024-12-01,Friday,casual,1194,11.98
2024-12-01,Friday,member,4845,10.97
2024-12-01,Saturday,casual,1932,13.78
2024-12-01,Saturday,member,4640,11
2024-12-08,Sunday,casual,2383,17.57
2024-12-08,Sunday,member,5354,12.81
2024-12-08,Monday,casual,1729,15.4
2024-12-08,Monday,member,6997,11.28
2024-12-08,Tuesday,casual,1338,10.6
2024-12-08,Tuesday,member,6627,10.58
2024-12-08,Wednesday,casual,1052,9.57
2024-12-08,Wednesday,member,5413,10.2
2024-12-08,Thursday,casual,712,13.03
2024-12-08,Thursday,member,3362,10.15
2024-12-08,Friday,casual,1059,12.58
2024-12-08,Friday,member,4148,10.56
2024-12-08,Saturday,casual,1032,13.25
2024-12-08,Saturday,member,2971,10.86
2024-12-15,Sunday,casual,1116,16.99
2024-12-15,Sunday,member,3357,12.06
2024-12-15,Monday,casual,1296,13.19
2024-12-15,Monday,member,5522,11.62
2024-12-15,Tuesday,casual,1348,11.86
2024-12-15,Tuesday,member,6283,10.68
2024-12-15,Wednesday,casual,1178,11.55
2024-12-15,Wednesday,member,5543,10.44
2024-12-15,Thursday,casual,994,10.85
2024-12-15,Thursday,member,4692,10.77
2024-12-15,Friday,casual,830,11
2024-12-15,Friday,member,3434,10.51
2024-12-15,Saturday,casual,737,12.1
2024-12-15,Saturday,member,2353,11.11
2024-12-22,Sunday,casual,857,14.7
2024-12-22,Sunday,member,2107,12.33
2024-12-22,Monday,casual,837,13.66
2024-12-22,Monday,member,3143,11.05
2024-12-22,Tuesday,casual,646,16.4
2024-12-22,Tuesday,member,2125,12.72
2024-12-22,Wednesday,casual,442,20.84
2024-12-22,Wednesday,member,967,14.67
2024-12-22,Thursday,casual,1111,17.23
2024-12-22,Thursday,member,2414,12.54
2024-12-22,Friday,casual,737,16.37
2024-12-22,Friday,member,2325,12.15
2024-12-22,Saturday,casual,1812,19.84
2024-12-22,Saturday,member,3187,12.94
2024-12-29,Sunday,casual,445,13.95
2024-12-29,Sunday,member,1171,12.88
2024-12-29,Monday,casual,1564,17.79
2024-12-29,Monday,member,3980,11.18
2024-12-29,Tuesday,casual,685,16.41
2024-12-29,Tuesday,member,1970,11.45
2024-12-29,Wednesday,casual,1033,14.25
2024-12-29,Wednesday,member,1919,11.59
2024-12-29,Thursday,casual,805,13.68
2024-12-29,Thursday,member,3303,10.23
2024-12-29,Friday,casual,674,13.71
2024-12-29,Friday,member,2952,10.45
2024-12-29,Saturday,casual,604,12.28
2024-12-29,Saturday,member,2067,10.46
2025-01-05,Sunday,casual,483,10.65
2025-01-05,Sunday,member,1974,10.81
2025-01-05,Monday,casual,462,11.17
2025-01-05,Monday,member,3085,10.03
2025-01-05,Tuesday,casual,599,9.58
2025-01-05,Tuesday,member,4086,10.18
2025-01-05,Wednesday,casual,706,9.95
2025-01-05,Wednesday,member,4251,9.76
2025-01-05,Thursday,casual,775,10.21
2025-01-05,Thursday,member,4333,10.06
2025-01-05,Friday,casual,351,14.66
2025-01-05,Friday,member,2037,11.17
2025-01-05,Saturday,casual,643,12.49
2025-01-05,Saturday,member,2665,10.87
2025-01-12,Sunday,casual,399,11.63
2025-01-12,Sunday,member,1783,10.83
2025-01-12,Monday,casual,497,10.91
2025-01-12,Monday,member,3385,9.49
2025-01-12,Tuesday,casual,444,13.99
2025-01-12,Tuesday,member,3106,10.05
2025-01-12,Wednesday,casual,586,9.37
2025-01-12,Wednesday,member,3377,9.7
2025-01-12,Thursday,casual,838,10.61
2025-01-12,Thursday,member,4710,10.48
2025-01-12,Friday,casual,1225,11.92
2025-01-12,Friday,member,4683,11.03
2025-01-12,Saturday,casual,1021,12.19
2025-01-12,Saturday,member,2872,10.96
2025-01-19,Sunday,casual,409,10.57
2025-01-19,Sunday,member,1391,11.19
2025-01-19,Monday,casual,223,14.98
2025-01-19,Monday,member,1158,10.09
2025-01-19,Tuesday,casual,139,20.77
2025-01-19,Tuesday,member,968,13.42
2025-01-19,Wednesday,casual,367,9.56
2025-01-19,Wednesday,member,2436,10.71
2025-01-19,Thursday,casual,542,9.2
2025-01-19,Thursday,member,3187,10.18
2025-01-19,Friday,casual,583,9.8
2025-01-19,Friday,member,2843,10.27
2025-01-19,Saturday,casual,870,15.27
2025-01-19,Saturday,member,3045,12.11
2025-01-26,Sunday,casual,656,14.61
2025-01-26,Sunday,member,2392,12.03
2025-01-26,Monday,casual,817,13.72
2025-01-26,Monday,member,4520,10.18
2025-01-26,Tuesday,casual,1116,11.02
2025-01-26,Tuesday,member,5878,10.6
2025-01-26,Wednesday,casual,1347,11.58
2025-01-26,Wednesday,member,6296,10.59
2025-01-26,Thursday,casual,1149,12.08
2025-01-26,Thursday,member,5363,10.74
2025-01-26,Friday,casual,614,11.03
2025-01-26,Friday,member,2750,10.28
