ride_date,season,hour_of_day,member_casual,total_rides,avg_ride_length
2024-01-29,Winter,11,member,221,10.88
2024-01-29,Winter,12,casual,64,20.39
2024-01-29,Winter,12,member,222,8.03
2024-01-30,Winter,1,casual,56,11.02
2024-01-30,Winter,1,member,268,11.59
2024-01-30,Winter,2,casual,71,12.42
2024-01-30,Winter,2,member,278,10.44
2024-01-30,Winter,3,casual,77,10.52
2024-01-30,Winter,3,member,409,10.71
2024-01-30,Winter,4,casual,101,18.59
2024-01-30,Winter,4,member,634,12.46
2024-01-30,Winter,5,casual,130,9.87
2024-01-30,Winter,5,member,799,11.75
2024-01-30,Winter,6,casual,122,10.95
2024-01-30,Winter,6,member,743,10.66
2024-01-30,Winter,7,casual,99,10.87
2024-01-30,Winter,7,member,766,11.75
2024-01-30,Winter,8,casual,116,10.78
2024-01-30,Winter,8,member,777,12.08
2024-01-30,Winter,9,casual,96,11.14
2024-01-30,Winter,9,member,485,11.25
2024-01-30,Winter,10,casual,63,11.22
2024-01-30,Winter,10,member,287,9.54
2024-01-30,Winter,11,casual,73,26.88
2024-01-30,Winter,11,member,223,10.13
2024-01-30,Winter,12,casual,45,25.89
2024-01-30,Winter,12,member,237,8.33
2024-01-31,Winter,1,casual,80,15.79
2024-01-31,Winter,1,member,280,10.25
2024-01-31,Winter,2,casual,66,16.64
2024-01-31,Winter,2,member,302,10.6
2024-01-31,Winter,3,casual,79,12.22
2024-01-31,Winter,3,member,385,10.72
2024-01-31,Winter,4,casual,115,13.25
2024-01-31,Winter,4,member,659,11.47
2024-01-31,Winter,5,casual,143,21.67
2024-01-31,Winter,5,member,832,11.63
2024-01-31,Winter,6,casual,93,9.12
2024-01-31,Winter,6,member,722,10.47
2024-01-31,Winter,7,casual,119,9.52
2024-01-31,Winter,7,member,818,10.82
2024-01-31,Winter,8,casual,133,8.45
2024-01-31,Winter,8,member,844,11.28
2024-01-31,Winter,9,casual,81,9.43
2024-01-31,Winter,9,member,470,10.81
2024-01-31,Winter,10,casual,51,11.69
2024-01-31,Winter,10,member,318,15.1
2024-01-31,Winter,11,casual,66,24.91
2024-01-31,Winter,11,member,273,9.7
2024-01-31,Winter,12,casual,46,7.3
2024-01-31,Winter,12,member,262,15.04
2024-02-01,Winter,1,casual,122,16.13
2024-02-01,Winter,1,member,381,10.98
2024-02-01,Winter,2,casual,83,17.37
2024-02-01,Winter,2,member,402,13.31
2024-02-01,Winter,3,casual,132,16.55
2024-02-01,Winter,3,member,485,12.15
2024-02-01,Winter,4,casual,148,11.73
2024-02-01,Winter,4,member,659,11.64
2024-02-01,Winter,5,casual,133,16.62
2024-02-01,Winter,5,member,831,11.2
2024-02-01,Winter,6,casual,125,10.37
2024-02-01,Winter,6,member,720,12.86
2024-02-01,Winter,7,casual,135,12.24
2024-02-01,Winter,7,member,797,11.43
2024-02-01,Winter,8,casual,137,10.8
2024-02-01,Winter,8,member,798,11.66
2024-02-01,Winter,9,casual,109,9
2024-02-01,Winter,9,member,451,11.2
2024-02-01,Winter,10,casual,94,12.69
2024-02-01,Winter,10,member,364,11.67
2024-02-01,Winter,11,casual,91,12.81
2024-02-01,Winter,11,member,360,10.7
2024-02-01,Winter,12,casual,93,19.41
2024-02-01,Winter,12,member,299,9.59
2024-02-02,Winter,1,casual,116,20.62
2024-02-02,Winter,1,member,288,12.66
2024-02-02,Winter,2,casual,99,37.1
2024-02-02,Winter,2,member,305,11.82
2024-02-02,Winter,3,casual,101,21
2024-02-02,Winter,3,member,396,11.41
2024-02-02,Winter,4,casual,107,14.7
2024-02-02,Winter,4,member,451,12.53
2024-02-02,Winter,5,casual,106,15.32
2024-02-02,Winter,5,member,556,10.88
2024-02-02,Winter,6,casual,105,13.7
2024-02-02,Winter,6,member,586,13.22
2024-02-02,Winter,7,casual,146,25.6
2024-02-02,Winter,7,member,543,10.58
2024-02-02,Winter,8,casual,105,12.29
2024-02-02,Winter,8,member,531,10.7
2024-02-02,Winter,9,casual,108,15.7
2024-02-02,Winter,9,member,386,10.1
2024-02-02,Winter,10,casual,78,12.06
2024-02-02,Winter,10,member,275,14.25
2024-02-02,Winter,11,casual,93,11.71
2024-02-02,Winter,11,member,271,13.03
2024-02-02,Winter,12,casual,74,19.55
2024-02-02,Winter,12,member,263,16.38
2024-02-03,Winter,1,casual,122,18.52
2024-02-03,Winter,1,member,348,12.22
2024-02-03,Winter,2,casual,130,14.35
2024-02-03,Winter,2,member,280,11.75
2024-02-03,Winter,3,casual,107,17.64
2024-02-03,Winter,3,member,287,12.03
2024-02-03,Winter,4,casual,126,21.91
2024-02-03,Winter,4,member,298,12.46
2024-02-03,Winter,5,casual,98,13.99
2024-02-03,Winter,5,member,270,10.81
2024-02-03,Winter,6,casual,75,13.13
2024-02-03,Winter,6,member,252,12.54
2024-02-03,Winter,7,casual,73,13.88
2024-02-03,Winter,7,member,239,15.14
2024-02-03,Winter,8,casual,59,13.36
2024-02-03,Winter,8,member,254,17.56
2024-02-03,Winter,9,casual,113,18.54
2024-02-03,Winter,9,member,337,16.2
2024-02-03,Winter,10,casual,118,31.09
2024-02-03,Winter,10,member,366,21.89
2024-02-03,Winter,11,casual,122,14.48
2024-02-03,Winter,11,member,380,15.09
2024-02-03,Winter,12,casual,122,30.16
2024-02-03,Winter,12,member,282,17.23
2024-02-04,Winter,1,casual,137,17.63
2024-02-04,Winter,1,member,342,12.98
2024-02-04,Winter,2,casual,153,20.35
2024-02-04,Winter,2,member,352,15.01
2024-02-04,Winter,3,casual,159,17.48
2024-02-04,Winter,3,member,334,12.58
2024-02-04,Winter,4,casual,131,31.91
2024-02-04,Winter,4,member,276,22.45
2024-02-04,Winter,5,casual,59,38.29
2024-02-04,Winter,5,member,241,17.26
2024-02-04,Winter,6,casual,52,15.88
2024-02-04,Winter,6,member,209,12.32
2024-02-04,Winter,7,casual,55,17.58
2024-02-04,Winter,7,member,187,12.6
2024-02-04,Winter,8,casual,49,15.24
2024-02-04,Winter,8,member,213,18.07
2024-02-04,Winter,9,casual,82,12.88
2024-02-04,Winter,9,member,288,11.56
2024-02-04,Winter,10,casual,87,13.98
2024-02-04,Winter,10,member,291,11.64
2024-02-04,Winter,11,casual,104,28.01
2024-02-04,Winter,11,member,331,13.85
2024-02-04,Winter,12,casual,100,27.1
2024-02-04,Winter,12,member,298,10.1
2024-02-05,Winter,1,casual,57,25.18
2024-02-05,Winter,1,member,240,10.81
2024-02-05,Winter,2,casual,42,10.52
2024-02-05,Winter,2,member,240,10.61
2024-02-05,Winter,3,casual,77,11.69
2024-02-05,Winter,3,member,352,10.89
2024-02-05,Winter,4,casual,81,15.47
2024-02-05,Winter,4,member,521,10.97
2024-02-05,Winter,5,casual,101,12.42
2024-02-05,Winter,5,member,697,11.8
2024-02-05,Winter,6,casual,83,13.01
2024-02-05,Winter,6,member,632,11.73
2024-02-05,Winter,7,casual,89,9.62
2024-02-05,Winter,7,member,631,10.69
2024-02-05,Winter,8,casual,68,8.93
2024-02-05,Winter,8,member,613,10.48
2024-02-05,Winter,9,casual,74,12.68
2024-02-05,Winter,9,member,350,10.85
2024-02-05,Winter,10,casual,56,12.8
2024-02-05,Winter,10,member,223,11.79
2024-02-05,Winter,11,casual,44,14.02
2024-02-05,Winter,11,member,236,9.92
2024-02-05,Winter,12,casual,49,10.06
2024-02-05,Winter,12,member,196,7.92
2024-02-06,Winter,1,casual,45,11.49
2024-02-06,Winter,1,member,267,10.42
2024-02-06,Winter,2,casual,53,11.38
2024-02-06,Winter,2,member,301,12.28
2024-02-06,Winter,3,casual,96,18.9
2024-02-06,Winter,3,member,408,10.58
2024-02-06,Winter,4,casual,121,12.85
2024-02-06,Winter,4,member,705,12.08
2024-02-06,Winter,5,casual,154,11.82
2024-02-06,Winter,5,member,864,11.94
2024-02-06,Winter,6,casual,126,10.75
2024-02-06,Winter,6,member,778,11.43
2024-02-06,Winter,7,casual,107,9.36
2024-02-06,Winter,7,member,776,11.23
2024-02-06,Winter,8,casual,107,11.38
2024-02-06,Winter,8,member,794,11.17
2024-02-06,Winter,9,casual,88,8.58
2024-02-06,Winter,9,member,451,9.91
2024-02-06,Winter,10,casual,68,10.74
2024-02-06,Winter,10,member,273,11.08
2024-02-06,Winter,11,casual,46,13
2024-02-06,Winter,11,member,239,10.66
2024-02-06,Winter,12,casual,45,9.91
2024-02-06,Winter,12,member,244,7.87
2024-02-07,Winter,1,casual,64,12.48
2024-02-07,Winter,1,member,285,11.45
2024-02-07,Winter,2,casual,72,17.88
2024-02-07,Winter,2,member,311,10.66
2024-02-07,Winter,3,casual,93,16.09
2024-02-07,Winter,3,member,456,10.5
2024-02-07,Winter,4,casual,118,14.7
2024-02-07,Winter,4,member,698,11.9
2024-02-07,Winter,5,casual,154,13.42
2024-02-07,Winter,5,member,864,11.78
2024-02-07,Winter,6,casual,118,9.76
2024-02-07,Winter,6,member,788,10.9
2024-02-07,Winter,7,casual,117,12.47
2024-02-07,Winter,7,member,793,11.53
2024-02-07,Winter,8,casual,135,9.96
2024-02-07,Winter,8,member,891,10.77
2024-02-07,Winter,9,casual,85,10.73
2024-02-07,Winter,9,member,468,10.74
2024-02-07,Winter,10,casual,87,11.94
2024-02-07,Winter,10,member,325,11.24
2024-02-07,Winter,11,casual,81,12.33
2024-02-07,Winter,11,member,305,12.15
2024-02-07,Winter,12,casual,62,9.18
2024-02-07,Winter,12,member,237,17.36
2024-02-08,Winter,1,casual,119,28.97
2024-02-08,Winter,1,member,373,11.35
2024-02-08,Winter,2,casual,102,18.29
2024-02-08,Winter,2,member,279,12.01
2024-02-08,Winter,3,casual,135,17.16
2024-02-08,Winter,3,member,495,10.94
2024-02-08,Winter,4,casual,179,17.74
2024-02-08,Winter,4,member,779,14.71
2024-02-08,Winter,5,casual,223,21.06
2024-02-08,Winter,5,member,916,13.28
2024-02-08,Winter,6,casual,102,10.24
2024-02-08,Winter,6,member,604,10.05
2024-02-08,Winter,7,casual,119,9.95
2024-02-08,Winter,7,member,749,10.96
2024-02-08,Winter,8,casual,157,11.02
2024-02-08,Winter,8,member,859,11.66
2024-02-08,Winter,9,casual,112,12.41
2024-02-08,Winter,9,member,503,12.13
2024-02-08,Winter,10,casual,107,15.36
2024-02-08,Winter,10,member,353,11.94
2024-02-08,Winter,11,casual,136,14.35
2024-02-08,Winter,11,member,389,11.52
2024-02-08,Winter,12,casual,104,11.4
2024-02-08,Winter,12,member,318,9.83
2024-02-09,Winter,1,casual,197,19.38
2024-02-09,Winter,1,member,466,11.86
2024-02-09,Winter,2,casual,231,19.74
2024-02-09,Winter,2,member,462,13.62
2024-02-09,Winter,3,casual,227,18.86
2024-02-09,Winter,3,member,534,13.13
2024-02-09,Winter,4,casual,250,17.68
2024-02-09,Winter,4,member,659,13.37
2024-02-09,Winter,5,casual,251,19.03
2024-02-09,Winter,5,member,741,12.75
2024-02-09,Winter,6,casual,192,14.86
2024-02-09,Winter,6,member,654,12.74
2024-02-09,Winter,7,casual,187,26.74
2024-02-09,Winter,7,member,722,11.46
2024-02-09,Winter,8,casual,165,15.79
2024-02-09,Winter,8,member,624,10.59
2024-02-09,Winter,9,casual,151,16.13
2024-02-09,Winter,9,member,468,11.71
2024-02-09,Winter,10,casual,171,15.01
2024-02-09,Winter,10,member,381,11.17
2024-02-09,Winter,11,casual,163,18.45
2024-02-09,Winter,11,member,391,11.6
2024-02-09,Winter,12,casual,132,13.52
2024-02-09,Winter,12,member,371,10.16
2024-02-10,Winter,1,casual,205,24.65
2024-02-10,Winter,1,member,390,12.72
2024-02-10,Winter,2,casual,164,18.87
2024-02-10,Winter,2,member,363,12.34
2024-02-10,Winter,3,casual,168,20.33
2024-02-10,Winter,3,member,339,17.72
2024-02-10,Winter,4,casual,194,19.58
2024-02-10,Winter,4,member,392,13.65
2024-02-10,Winter,5,casual,156,14.74
2024-02-10,Winter,5,member,308,12.69
2024-02-10,Winter,6,casual,106,20.07
2024-02-10,Winter,6,member,274,11.58
2024-02-10,Winter,7,casual,104,21.09
2024-02-10,Winter,7,member,261,11.47
2024-02-10,Winter,8,casual,102,13.56
2024-02-10,Winter,8,member,280,11.3
2024-02-10,Winter,9,casual,131,26.28
2024-02-10,Winter,9,member,329,13.09
2024-02-10,Winter,10,casual,144,15.35
2024-02-10,Winter,10,member,360,10.89
2024-02-10,Winter,11,casual,135,15.88
2024-02-10,Winter,11,member,340,11.13
2024-02-10,Winter,12,casual,150,26.13
2024-02-10,Winter,12,member,301,9.24
2024-02-11,Winter,1,casual,150,19.26
2024-02-11,Winter,1,member,331,12.5
2024-02-11,Winter,2,casual,148,17.88
2024-02-11,Winter,2,member,329,14.07
2024-02-11,Winter,3,casual,130,14.73
2024-02-11,Winter,3,member,355,12.86
2024-02-11,Winter,4,casual,166,14.69
2024-02-11,Winter,4,member,399,12.17
2024-02-11,Winter,5,casual,134,13.99
2024-02-11,Winter,5,member,332,11.73
2024-02-11,Winter,6,casual,53,9.66
2024-02-11,Winter,6,member,160,12.03
2024-02-11,Winter,7,casual,48,11.25
2024-02-11,Winter,7,member,163,9.7
2024-02-11,Winter,8,casual,55,12.73
2024-02-11,Winter,8,member,180,11.19
2024-02-11,Winter,9,casual,88,11.53
2024-02-11,Winter,9,member,336,10.66
2024-02-11,Winter,10,casual,221,12.43
2024-02-11,Winter,10,member,454,10.8
2024-02-11,Winter,11,casual,130,16.2
2024-02-11,Winter,11,member,333,10.23
2024-02-11,Winter,12,casual,109,12
2024-02-11,Winter,12,member,275,9.81
2024-02-12,Winter,1,casual,83,18.72
2024-02-12,Winter,1,member,286,10.64
2024-02-12,Winter,2,casual,80,19.18
2024-02-12,Winter,2,member,297,10.98
2024-02-12,Winter,3,casual,122,17.87
2024-02-12,Winter,3,member,386,12.33
2024-02-12,Winter,4,casual,110,11.92
2024-02-12,Winter,4,member,551,10.75
2024-02-12,Winter,5,casual,110,14.75
2024-02-12,Winter,5,member,793,11.03
2024-02-12,Winter,6,casual,100,12.23
2024-02-12,Winter,6,member,618,10.91
2024-02-12,Winter,7,casual,106,10.86
2024-02-12,Winter,7,member,680,14.37
2024-02-12,Winter,8,casual,92,40.77
2024-02-12,Winter,8,member,629,10.4
2024-02-12,Winter,9,casual,59,32.78
2024-02-12,Winter,9,member,353,14.48
2024-02-12,Winter,10,casual,71,27.28
2024-02-12,Winter,10,member,241,11.27
2024-02-12,Winter,11,casual,60,19.12
2024-02-12,Winter,11,member,260,14.2
2024-02-12,Winter,12,casual,51,25.24
2024-02-12,Winter,12,member,277,15.49
2024-02-13,Winter,1,casual,71,13.1
2024-02-13,Winter,1,member,273,10.3
2024-02-13,Winter,2,casual,80,17.29
2024-02-13,Winter,2,member,264,11.66
2024-02-13,Winter,3,casual,106,14.96
2024-02-13,Winter,3,member,434,13.64
2024-02-13,Winter,4,casual,115,15.52
2024-02-13,Winter,4,member,644,12.14
2024-02-13,Winter,5,casual,159,12.2
2024-02-13,Winter,5,member,822,12.29
2024-02-13,Winter,6,casual,112,10.31
2024-02-13,Winter,6,member,795,10.91
2024-02-13,Winter,7,casual,117,10.05
2024-02-13,Winter,7,member,797,10.98
2024-02-13,Winter,8,casual,119,9.57
2024-02-13,Winter,8,member,823,10.82
2024-02-13,Winter,9,casual,86,10.93
2024-02-13,Winter,9,member,461,11.11
2024-02-13,Winter,10,casual,67,10.84
2024-02-13,Winter,10,member,280,9.7
2024-02-13,Winter,11,casual,62,14.45
2024-02-13,Winter,11,member,266,10.02
2024-02-13,Winter,12,casual,52,23.31
2024-02-13,Winter,12,member,245,8.23
2024-02-14,Winter,1,casual,123,14.86
2024-02-14,Winter,1,member,340,10.54
2024-02-14,Winter,2,casual,108,18.66
2024-02-14,Winter,2,member,377,12.74
2024-02-14,Winter,3,casual,107,15.72
2024-02-14,Winter,3,member,467,12.29
2024-02-14,Winter,4,casual,167,10.07
2024-02-14,Winter,4,member,737,11.57
2024-02-14,Winter,5,casual,176,20.85
2024-02-14,Winter,5,member,920,11.47
2024-02-14,Winter,6,casual,142,11.13
2024-02-14,Winter,6,member,699,11.12
2024-02-14,Winter,7,casual,116,9.81
2024-02-14,Winter,7,member,807,10.55
2024-02-14,Winter,8,casual,156,9.77
2024-02-14,Winter,8,member,810,10.82
2024-02-14,Winter,9,casual,92,11.21
2024-02-14,Winter,9,member,444,11.03
2024-02-14,Winter,10,casual,84,14.45
2024-02-14,Winter,10,member,304,10.79
2024-02-14,Winter,11,casual,91,14.18
2024-02-14,Winter,11,member,312,11.04
2024-02-14,Winter,12,casual,74,20.46
2024-02-14,Winter,12,member,313,11.74
2024-02-15,Winter,1,casual,72,17.04
2024-02-15,Winter,1,member,311,10.28
2024-02-15,Winter,2,casual,81,18.28
2024-02-15,Winter,2,member,305,11.61
2024-02-15,Winter,3,casual,92,11.77
2024-02-15,Winter,3,member,448,11.46
2024-02-15,Winter,4,casual,144,10.74
2024-02-15,Winter,4,member,625,11.63
2024-02-15,Winter,5,casual,154,12.12
2024-02-15,Winter,5,member,808,11.51
2024-02-15,Winter,6,casual,92,10.68
2024-02-15,Winter,6,member,637,11.09
2024-02-15,Winter,7,casual,123,9.76
2024-02-15,Winter,7,member,650,10.52
2024-02-15,Winter,8,casual,122,11.51
2024-02-15,Winter,8,member,773,10.51
2024-02-15,Winter,9,casual,78,14.27
2024-02-15,Winter,9,member,430,10.26
2024-02-15,Winter,10,casual,71,13.17
2024-02-15,Winter,10,member,333,11.08
2024-02-15,Winter,11,casual,63,11.75
2024-02-15,Winter,11,member,279,9.35
2024-02-15,Winter,12,casual,66,11.05
2024-02-15,Winter,12,member,249,8.84
2024-02-16,Winter,1,casual,74,14.82
2024-02-16,Winter,1,member,265,10.16
2024-02-16,Winter,2,casual,56,14.12
2024-02-16,Winter,2,member,262,10.39
2024-02-16,Winter,3,casual,73,10.51
2024-02-16,Winter,3,member,378,10.49
2024-02-16,Winter,4,casual,106,10.78
2024-02-16,Winter,4,member,459,10.59
2024-02-16,Winter,5,casual,125,11.39
2024-02-16,Winter,5,member,555,11.24
2024-02-16,Winter,6,casual,92,10.35
2024-02-16,Winter,6,member,458,10.91
2024-02-16,Winter,7,casual,97,10.09
2024-02-16,Winter,7,member,505,10.23
2024-02-16,Winter,8,casual,83,9.48
2024-02-16,Winter,8,member,485,10.04
2024-02-16,Winter,9,casual,64,12.09
2024-02-16,Winter,9,member,324,10.56
2024-02-16,Winter,10,casual,80,9.22
2024-02-16,Winter,10,member,239,8.99
2024-02-16,Winter,11,casual,51,35.14
2024-02-16,Winter,11,member,293,9.98
2024-02-16,Winter,12,casual,58,9.36
2024-02-16,Winter,12,member,208,12.44
2024-02-17,Winter,1,casual,91,12.75
2024-02-17,Winter,1,member,225,12.34
2024-02-17,Winter,2,casual,69,16.7
2024-02-17,Winter,2,member,245,11.42
2024-02-17,Winter,3,casual,70,15.56
2024-02-17,Winter,3,member,206,12.99
2024-02-17,Winter,4,casual,63,16.38
2024-02-17,Winter,4,member,206,10.82
2024-02-17,Winter,5,casual,54,14.54
2024-02-17,Winter,5,member,177,11.67
2024-02-17,Winter,6,casual,52,10.69
2024-02-17,Winter,6,member,161,11.63
2024-02-17,Winter,7,casual,37,18.14
2024-02-17,Winter,7,member,155,10.95
2024-02-17,Winter,8,casual,39,11.41
2024-02-17,Winter,8,member,189,10.64
2024-02-17,Winter,9,casual,45,9.4
2024-02-17,Winter,9,member,216,10.3
2024-02-17,Winter,10,casual,59,36.31
2024-02-17,Winter,10,member,246,9.9
2024-02-17,Winter,11,casual,81,13.3
2024-02-17,Winter,11,member,263,10.49
2024-02-17,Winter,12,casual,66,21.91
2024-02-17,Winter,12,member,217,9.09
2024-02-18,Winter,1,casual,151,24.28
2024-02-18,Winter,1,member,328,13.87
2024-02-18,Winter,2,casual,169,22.45
2024-02-18,Winter,2,member,340,12.45
2024-02-18,Winter,3,casual,156,22.79
2024-02-18,Winter,3,member,356,14.8
2024-02-18,Winter,4,casual,143,31.29
2024-02-18,Winter,4,member,310,13.74
2024-02-18,Winter,5,casual,118,17.93
2024-02-18,Winter,5,member,264,17.58
2024-02-18,Winter,6,casual,76,14.58
2024-02-18,Winter,6,member,216,10.85
2024-02-18,Winter,7,casual,63,11.81
2024-02-18,Winter,7,member,201,10.57
2024-02-18,Winter,8,casual,47,42.74
2024-02-18,Winter,8,member,209,10.68
2024-02-18,Winter,9,casual,72,13.88
2024-02-18,Winter,9,member,250,12.31
2024-02-18,Winter,10,casual,99,16.32
2024-02-18,Winter,10,member,280,10.59
2024-02-18,Winter,11,casual,99,17.28
2024-02-18,Winter,11,member,298,13.3
2024-02-18,Winter,12,casual,115,21.11
2024-02-18,Winter,12,member,292,10.8
2024-02-19,Winter,1,casual,115,20.7
2024-02-19,Winter,1,member,382,12.8
2024-02-19,Winter,2,casual,135,20.93
2024-02-19,Winter,2,member,382,13.26
2024-02-19,Winter,3,casual,151,21.02
2024-02-19,Winter,3,member,424,11.74
2024-02-19,Winter,4,casual,135,17.99
2024-02-19,Winter,4,member,549,11.62
2024-02-19,Winter,5,casual,133,28.3
2024-02-19,Winter,5,member,563,11.7
2024-02-19,Winter,6,casual,101,15.31
2024-02-19,Winter,6,member,536,10.96
2024-02-19,Winter,7,casual,108,12.94
2024-02-19,Winter,7,member,488,10.56
2024-02-19,Winter,8,casual,82,12.45
2024-02-19,Winter,8,member,470,10.23
2024-02-19,Winter,9,casual,80,16.68
2024-02-19,Winter,9,member,361,10.76
2024-02-19,Winter,10,casual,78,19.88
2024-02-19,Winter,10,member,280,10.26
2024-02-19,Winter,11,casual,108,16.65
2024-02-19,Winter,11,member,328,10.62
2024-02-19,Winter,12,casual,98,12.35
2024-02-19,Winter,12,member,273,10.09
2024-02-20,Winter,1,casual,118,20.03
2024-02-20,Winter,1,member,338,13.15
2024-02-20,Winter,2,casual,115,27.23
2024-02-20,Winter,2,member,380,12.85
2024-02-20,Winter,3,casual,138,16.56
2024-02-20,Winter,3,member,536,12.41
2024-02-20,Winter,4,casual,228,18.46
2024-02-20,Winter,4,member,889,13.29
2024-02-20,Winter,5,casual,266,22.92
2024-02-20,Winter,5,member,1037,12.38
2024-02-20,Winter,6,casual,162,20.67
2024-02-20,Winter,6,member,914,13.03
2024-02-20,Winter,7,casual,164,11.3
2024-02-20,Winter,7,member,984,11.01
2024-02-20,Winter,8,casual,153,10.39
2024-02-20,Winter,8,member,913,11.08
2024-02-20,Winter,9,casual,115,12.27
2024-02-20,Winter,9,member,557,10.3
2024-02-20,Winter,10,casual,105,13.3
2024-02-20,Winter,10,member,327,10.19
2024-02-20,Winter,11,casual,106,37.28
2024-02-20,Winter,11,member,321,9.86
2024-02-20,Winter,12,casual,81,11.04
2024-02-20,Winter,12,member,298,9.84
2024-02-21,Winter,1,casual,154,21.73
2024-02-21,Winter,1,member,411,12.57
2024-02-21,Winter,2,casual,164,19.62
2024-02-21,Winter,2,member,488,12.95
2024-02-21,Winter,3,casual,210,21.53
2024-02-21,Winter,3,member,612,13.09
2024-02-21,Winter,4,casual,277,19.8
2024-02-21,Winter,4,member,1003,13.76
2024-02-21,Winter,5,casual,365,18.59
2024-02-21,Winter,5,member,1273,13.13
2024-02-21,Winter,6,casual,240,14.17
2024-02-21,Winter,6,member,1030,11.83
2024-02-21,Winter,7,casual,254,16.25
2024-02-21,Winter,7,member,1055,11.98
2024-02-21,Winter,8,casual,197,14.29
2024-02-21,Winter,8,member,1095,11.62
2024-02-21,Winter,9,casual,165,13.09
2024-02-21,Winter,9,member,658,11.1
2024-02-21,Winter,10,casual,135,15.56
2024-02-21,Winter,10,member,410,15.2
2024-02-21,Winter,11,casual,142,15.39
2024-02-21,Winter,11,member,362,11.14
2024-02-21,Winter,12,casual,109,12.3
2024-02-21,Winter,12,member,354,9.28
2024-02-22,Winter,1,casual,123,17.61
2024-02-22,Winter,1,member,364,11.26
2024-02-22,Winter,2,casual,144,15.5
2024-02-22,Winter,2,member,364,10.95
2024-02-22,Winter,3,casual,157,18.7
2024-02-22,Winter,3,member,505,11.55
2024-02-22,Winter,4,casual,217,14.5
2024-02-22,Winter,4,member,818,13.32
2024-02-22,Winter,5,casual,260,16.95
2024-02-22,Winter,5,member,1026,13.37
2024-02-22,Winter,6,casual,207,12.32
2024-02-22,Winter,6,member,828,11.85
2024-02-22,Winter,7,casual,191,14.54
2024-02-22,Winter,7,member,876,10.94
2024-02-22,Winter,8,casual,178,11.34
2024-02-22,Winter,8,member,933,12.35
2024-02-22,Winter,9,casual,149,13.62
2024-02-22,Winter,9,member,539,10.75
2024-02-22,Winter,10,casual,114,14.34
2024-02-22,Winter,10,member,413,10.96
2024-02-22,Winter,11,casual,131,30.83
2024-02-22,Winter,11,member,401,10.64
2024-02-22,Winter,12,casual,92,10.42
2024-02-22,Winter,12,member,370,13.16
2024-02-23,Winter,1,casual,138,24.07
2024-02-23,Winter,1,member,396,10.4
2024-02-23,Winter,2,casual,123,15.17
2024-02-23,Winter,2,member,394,10.39
2024-02-23,Winter,3,casual,153,13.67
2024-02-23,Winter,3,member,463,10.58
2024-02-23,Winter,4,casual,148,15.03
2024-02-23,Winter,4,member,545,10.83
2024-02-23,Winter,5,casual,142,12.64
2024-02-23,Winter,5,member,541,14.76
2024-02-23,Winter,6,casual,111,11.39
2024-02-23,Winter,6,member,504,11.05
2024-02-23,Winter,7,casual,76,12.5
2024-02-23,Winter,7,member,540,10.4
2024-02-23,Winter,8,casual,78,13.9
2024-02-23,Winter,8,member,479,10.9
2024-02-23,Winter,9,casual,78,13.08
2024-02-23,Winter,9,member,324,11.44
2024-02-23,Winter,10,casual,114,17.41
2024-02-23,Winter,10,member,280,10.95
2024-02-23,Winter,11,casual,128,17.1
2024-02-23,Winter,11,member,342,10.25
2024-02-23,Winter,12,casual,98,25.76
2024-02-23,Winter,12,member,365,8.58
2024-02-24,Winter,1,casual,71,20.73
2024-02-24,Winter,1,member,295,11.07
2024-02-24,Winter,2,casual,94,17.76
2024-02-24,Winter,2,member,272,11.17
2024-02-24,Winter,3,casual,83,16.54
2024-02-24,Winter,3,member,238,11.92
2024-02-24,Winter,4,casual,70,14.33
2024-02-24,Winter,4,member,258,11.4
2024-02-24,Winter,5,casual,70,19.04
2024-02-24,Winter,5,member,225,11.07
2024-02-24,Winter,6,casual,70,20.86
2024-02-24,Winter,6,member,228,11.49
2024-02-24,Winter,7,casual,47,10.26
2024-02-24,Winter,7,member,204,10.38
2024-02-24,Winter,8,casual,54,16.17
2024-02-24,Winter,8,member,210,11.36
2024-02-24,Winter,9,casual,71,12.62
2024-02-24,Winter,9,member,260,15.82
2024-02-24,Winter,10,casual,79,12.97
2024-02-24,Winter,10,member,281,10.67
2024-02-24,Winter,11,casual,76,14.32
2024-02-24,Winter,11,member,244,11.8
2024-02-24,Winter,12,casual,77,21.05
2024-02-24,Winter,12,member,209,9.76
2024-02-25,Winter,1,casual,295,23.07
2024-02-25,Winter,1,member,523,15.28
2024-02-25,Winter,2,casual,360,28.87
2024-02-25,Winter,2,member,606,15.54
2024-02-25,Winter,3,casual,359,26.72
2024-02-25,Winter,3,member,581,15.37
2024-02-25,Winter,4,casual,361,25.29
2024-02-25,Winter,4,member,536,16.04
2024-02-25,Winter,5,casual,242,22.9
2024-02-25,Winter,5,member,468,15.08
2024-02-25,Winter,6,casual,142,22.46
2024-02-25,Winter,6,member,337,13.21
2024-02-25,Winter,7,casual,122,26.63
2024-02-25,Winter,7,member,295,11.91
2024-02-25,Winter,8,casual,99,26.6
2024-02-25,Winter,8,member,315,15.01
2024-02-25,Winter,9,casual,122,14.03
2024-02-25,Winter,9,member,316,11.49
2024-02-25,Winter,10,casual,127,20.74
2024-02-25,Winter,10,member,355,12.01
2024-02-25,Winter,11,casual,180,19.79
2024-02-25,Winter,11,member,413,11.86
