week_start,day_of_week,member_casual,total_rides,avg_ride_length
2024-10-20,Sunday,casual,7874,24.34
2024-10-20,Sunday,member,9548,14.69
2024-10-20,Monday,casual,5480,22.26
2024-10-20,Monday,member,12027,12.99
2024-10-20,Tuesday,casual,4581,18.12
2024-10-20,Tuesday,member,12841,12.5
2024-10-20,Wednesday,casual,4642,17.21
2024-10-20,Wednesday,member,12874,12.43
2024-10-20,Thursday,casual,5309,17.37
2024-10-20,Thursday,member,12573,12.19
2024-10-20,Friday,casual,5602,19.6
2024-10-20,Friday,member,10764,12.41
2024-10-20,Saturday,casual,6654,21.59
2024-10-20,Saturday,member,8982,13.08
2024-10-27,Sunday,casual,5366,22.28
2024-10-27,Sunday,member,7732,13.11
2024-10-27,Monday,casual,3841,16.95
2024-10-27,Monday,member,10582,11.61
2024-10-27,Tuesday,casual,5045,18.19
2024-10-27,Tuesday,member,13805,12.67
2024-10-27,Wednesday,casual,5122,16.44
2024-10-27,Wednesday,member,13834,12.6
2024-10-27,Thursday,casual,3346,13.07
2024-10-27,Thursday,member,9823,11.16
2024-10-27,Friday,casual,4088,16.14
2024-10-27,Friday,member,9616,11.32
2024-10-27,Saturday,casual,5821,24.2
2024-10-27,Saturday,member,8265,13.37
2024-11-03,Sunday,casual,3820,18.27
2024-11-03,Sunday,member,6354,11.65
2024-11-03,Monday,casual,2971,14.84
2024-11-03,Monday,member,9140,11.28
2024-11-03,Tuesday,casual,2232,13.48
2024-11-03,Tuesday,member,7278,10.32
2024-11-03,Wednesday,casual,3285,12.44
2024-11-03,Wednesday,member,10794,11.7
2024-11-03,Thursday,casual,3731,14.86
2024-11-03,Thursday,member,11394,11.62
2024-11-03,Friday,casual,4481,19
2024-11-03,Friday,member,10165,12.09
2024-11-03,Saturday,casual,3927,19.26
2024-11-03,Saturday,member,6588,12.22
2024-11-10,Sunday,casual,4622,21.33
2024-11-10,Sunday,member,6980,13.07
2024-11-10,Monday,casual,3178,16.92
2024-11-10,Monday,member,9577,11.06
2024-11-10,Tuesday,casual,2709,13.07
2024-11-10,Tuesday,member,9951,11.43
2024-11-10,Wednesday,casual,2202,12.61
2024-11-10,Wednesday,member,8369,11.65
2024-11-10,Thursday,casual,2645,12.88
2024-11-10,Thursday,member,9265,11.97
2024-11-10,Friday,casual,3710,15.85
2024-11-10,Friday,member,9090,11.72
2024-11-10,Saturday,casual,4528,20.2
2024-11-10,Saturday,member,7496,13.22
2024-11-17,Sunday,casual,4679,21.36
2024-11-17,Sunday,member,6859,12.7
2024-11-17,Monday,casual,1682,13.98
2024-11-17,Monday,member,6441,11.14
2024-11-17,Tuesday,casual,3233,15.42
2024-11-17,Tuesday,member,10774,11.42
2024-11-17,Wednesday,casual,2033,12.78
2024-11-17,Wednesday,member,7762,10.71
2024-11-17,Thursday,casual,904,11.27
2024-11-17,Thursday,member,3950,11.93
2024-11-17,Friday,casual,2482,14.85
2024-11-17,Friday,member,7261,12.22
2024-11-17,Saturday,casual,2882,18.4
2024-11-17,Saturday,member,5614,12.33
2024-11-24,Sunday,casual,2635,19.43
2024-11-24,Sunday,member,5144,12.69
2024-11-24,Monday,casual,1995,14.99
2024-11-24,Monday,member,6649,11.42
2024-11-24,Tuesday,casual,1411,12.56
2024-11-24,Tuesday,member,5748,12.06
2024-11-24,Wednesday,casual,1564,17.09
2024-11-24,Wednesday,member,4940,11.71
2024-11-24,Thursday,casual,816,18.33
2024-11-24,Thursday,member,1619,12.42
2024-11-24,Friday,casual,548,15.95
2024-11-24,Friday,member,1773,11
2024-11-24,Saturday,casual,781,19.16
2024-11-24,Saturday,member,1941,11.27
2024-12-01,Sunday,casual,687,14.81
2024-12-01,Sunday,member,2229,11.54
2024-12-01,Monday,casual,914,9.1
2024-12-01,Monday,member,4735,10.59
2024-12-01,Tuesday,casual,1058,10.75
2024-12-01,Tuesday,member,5809,10.76
2024-12-01,Wednesday,casual,1206,10.29
2024-12-01,Wednesday,member,5769,10.55
2024-12-01,Thursday,casual,1059,11.08
2024-12-01,Thursday,member,5159,10.6
2024-12-01,Friday,casual,1215,12.76
2024-12-01,Friday,member,4907,11.17
2024-12-01,Saturday,casual,2001,15
2024-12-01,Saturday,member,4711,11.47
2024-12-08,Sunday,casual,2472,17.76
2024-12-08,Sunday,member,5476,13.08
2024-12-08,Monday,casual,1765,15.68
2024-12-08,Monday,member,7061,11.59
2024-12-08,Tuesday,casual,1356,10.81
2024-12-08,Tuesday,member,6680,10.79
2024-12-08,Wednesday,casual,1075,10.07
2024-12-08,Wednesday,member,5468,10.37
2024-12-08,Thursday,casual,715,13.22
2024-12-08,Thursday,member,3396,10.61
2024-12-08,Friday,casual,1075,12.9
2024-12-08,Friday,member,4194,10.76
2024-12-08,Saturday,casual,1062,13.59
2024-12-08,Saturday,member,3058,11.34
2024-12-15,Sunday,casual,1159,18.89
2024-12-15,Sunday,member,3445,13.65
2024-12-15,Monday,casual,1323,14.59
2024-12-15,Monday,member,5575,11.91
2024-12-15,Tuesday,casual,1374,12.34
2024-12-15,Tuesday,member,6335,11.07
2024-12-15,Wednesday,casual,1194,11.56
2024-12-15,Wednesday,member,5590,10.64
2024-12-15,Thursday,casual,1012,11.46
2024-12-15,Thursday,member,4734,10.83
2024-12-15,Friday,casual,847,11.52
2024-12-15,Friday,member,3490,10.93
2024-12-15,Saturday,casual,770,12.62
2024-12-15,Saturday,member,2400,11.95
2024-12-22,Sunday,casual,872,15.71
2024-12-22,Sunday,member,2154,13
2024-12-22,Monday,casual,853,13.09
2024-12-22,Monday,member,3198,11.77
2024-12-22,Tuesday,casual,669,16.31
2024-12-22,Tuesday,member,2169,13.47
2024-12-22,Wednesday,casual,469,23.15
2024-12-22,Wednesday,member,1001,15.53
2024-12-22,Thursday,casual,1143,19.27
2024-12-22,Thursday,member,2459,13.37
2024-12-22,Friday,casual,754,16.63
2024-12-22,Friday,member,2365,12.57
2024-12-22,Saturday,casual,1898,21.04
2024-12-22,Saturday,member,3253,13.34
2024-12-29,Sunday,casual,460,18.81
2024-12-29,Sunday,member,1192,12.52
2024-12-29,Monday,casual,1625,18.86
2024-12-29,Monday,member,4047,12.71
2024-12-29,Tuesday,casual,728,17.97
2024-12-29,Tuesday,member,2012,12.18
2024-12-29,Wednesday,casual,1110,15.78
2024-12-29,Wednesday,member,1992,12.33
2024-12-29,Thursday,casual,831,13.35
2024-12-29,Thursday,member,3340,10.63
2024-12-29,Friday,casual,689,14.93
2024-12-29,Friday,member,2988,10.88
2024-12-29,Saturday,casual,632,15.62
2024-12-29,Saturday,member,2095,10.76
2025-01-05,Sunday,casual,490,11.63
2025-01-05,Sunday,member,2017,11.2
2025-01-05,Monday,casual,471,11.83
2025-01-05,Monday,member,3103,10.19
2025-01-05,Tuesday,casual,607,10.97
2025-01-05,Tuesday,member,4123,10.46
2025-01-05,Wednesday,casual,717,10.97
2025-01-05,Wednesday,member,4287,10.02
2025-01-05,Thursday,casual,781,11.21
2025-01-05,Thursday,member,4375,10.67
2025-01-05,Friday,casual,357,12.82
2025-01-05,Friday,member,2070,11.77
2025-01-05,Saturday,casual,661,11.56
2025-01-05,Saturday,member,2720,11.19
2025-01-12,Sunday,casual,403,11.63
2025-01-12,Sunday,member,1824,11.14
2025-01-12,Monday,casual,505,11.26
2025-01-12,Monday,member,3417,9.61
2025-01-12,Tuesday,casual,447,14.04
2025-01-12,Tuesday,member,3133,9.91
2025-01-12,Wednesday,casual,600,13.26
2025-01-12,Wednesday,member,3408,10.93
2025-01-12,Thursday,casual,853,11.33
2025-01-12,Thursday,member,4756,10.58
2025-01-12,Friday,casual,1251,12.79
2025-01-12,Friday,member,4733,11.19
2025-01-12,Saturday,casual,1061,14.13
2025-01-12,Saturday,member,2932,11.66
2025-01-19,Sunday,casual,423,10.81
2025-01-19,Sunday,member,1428,11.7
2025-01-19,Monday,casual,226,11.5
2025-01-19,Monday,member,1182,11.08
2025-01-19,Tuesday,casual,142,21.72
2025-01-19,Tuesday,member,977,11.49
2025-01-19,Wednesday,casual,371,11.24
2025-01-19,Wednesday,member,2464,10.9
2025-01-19,Thursday,casual,555,9.87
2025-01-19,Thursday,member,3217,10.53
2025-01-19,Friday,casual,590,10.04
2025-01-19,Friday,member,2885,10.37
2025-01-19,Saturday,casual,895,16.71
2025-01-19,Saturday,member,3125,12.17
2025-01-26,Sunday,casual,675,14.13
2025-01-26,Sunday,member,2447,12.57
2025-01-26,Monday,casual,835,14.56
2025-01-26,Monday,member,4554,10.6
2025-01-26,Tuesday,casual,1141,12.47
2025-01-26,Tuesday,member,5934,11.87
2025-01-26,Wednesday,casual,1362,11.85
2025-01-26,Wednesday,member,6353,10.81
2025-01-26,Thursday,casual,1164,12.6
2025-01-26,Thursday,member,5401,10.96
2025-01-26,Friday,casual,618,11.29
2025-01-26,Friday,member,2774,10.87
